ARTIGO_COR,ARTIGO,DESC_PRODUTO,COR,COR_DESCRICAO,NEGOCIO,PARTE,GRUPO,GENERO,COD_COTA,COLECAO,PIRAMIDE
ZK791ASN,ZK79,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK7AN10SN,ZK7A,CALCA FEM,N10,PRETO ESCURO,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK7B1BSN,ZK7B,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7D1ASN,ZK7D,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7D1BSN,ZK7D,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7E1ASN,ZK7E,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7E1BSN,ZK7E,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7F1BSN,ZK7F,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7G1BSN,ZK7G,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7G1ASN,ZK7G,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7K1ASN,ZK7K,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7K1BSN,ZK7K,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7M1ASN,ZK7M,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7N1BSN,ZK7N,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7N1ASN,ZK7N,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7P1CSN,ZK7P,CALCA FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK7P1CSN,ZK7P,CALCA FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7P1BSN,ZK7P,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK7P1BSN,ZK7P,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7P1ASN,ZK7P,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7Q1BSN,ZK7Q,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7Q1ASN,ZK7Q,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7VNMCSN,ZK7V,CALCA FEM,NMC,BEGE CLARO,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7V1BSN,ZK7V,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7X1ASN,ZK7X,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7XHJMSN,ZK7X,CALCA FEM,HJM,MARROM CLARO,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7YHJMSN,ZK7Y,CALCA FEM,HJM,MARROM CLARO,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK7Y1ASN,ZK7Y,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK821ASN,ZK82,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK84NM2SN,ZK84,CALCA FEM,NM2,BEGE MESCLA,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK84HCFSN,ZK84,CALCA FEM,HCF,MARROM ESCURO,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK88HN7SN,ZK88,CALCA FEM,HN7,MARROM MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK88NM2SN,ZK88,CALCA FEM,NM2,BEGE MESCLA,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8D1ASN,ZK8D,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8E1BSN,ZK8E,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8G1ASN,ZK8G,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8J1BSN,ZK8J,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8K1BSN,ZK8K,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8U1CSN,ZK8U,CALCA FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK8U1ASN,ZK8U,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK8U1BSN,ZK8U,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK8V1BSN,ZK8V,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK8V1ASN,ZK8V,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK8V1ASN,ZK8V,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK8V1ASN,ZK8V,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8V1DSN,ZK8V,CALCA FEM,1D,CODIFICAÇÃO 1D,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8V1CSN,ZK8V,CALCA FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK8W1BSN,ZK8W,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK8W1BSN,ZK8W,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8W1ASN,ZK8W,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK8W1ASN,ZK8W,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8W1DSN,ZK8W,CALCA FEM,1D,CODIFICAÇÃO 1D,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8X1BSN,ZK8X,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK8X1CSN,ZK8X,CALCA FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8X1DSN,ZK8X,CALCA FEM,1D,CODIFICAÇÃO 1D,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZK8X1ASN,ZK8X,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,FRIO
ZK8Y1BSN,ZK8Y,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9B1BSN,ZK9B,CALCA FLARE FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9B1ASN,ZK9B,CALCA FLARE FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9C1CSN,ZK9C,CALCA FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9C1BSN,ZK9C,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9D1BSN,ZK9D,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9D1ASN,ZK9D,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9E1ASN,ZK9E,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9H1ASN,ZK9H,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9H1BSN,ZK9H,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9J1ASN,ZK9J,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9K1ASN,ZK9K,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9L1BSN,ZK9L,CALCA SKINNY FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9L1ASN,ZK9L,CALCA SKINNY FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9M1BSN,ZK9M,CALCA SKINNY FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9M1ASN,ZK9M,CALCA SKINNY FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9N1BSN,ZK9N,CALCA SUPER SKINNY FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9N1CSN,ZK9N,CALCA SUPER SKINNY FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9P1ASN,ZK9P,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9Q1ASN,ZK9Q,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9Q1BSN,ZK9Q,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9UNMCSN,ZK9U,CALCA FEM,NMC,BEGE CLARO,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZK9UHN9SN,ZK9U,CALCA FEM,HN9,MARROM MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKA01ASN,ZKA0,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKA01BSN,ZKA0,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKA91ASN,ZKA9,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKB41ASN,ZKB4,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKB71CSN,ZKB7,CALCA FEM,1C,CODIFICAÇÃO 1C,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKB71ASN,ZKB7,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKB9N10SN,ZKB9,CALCA FEM,N10,PRETO ESCURO,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKB9HN6SN,ZKB9,CALCA FEM,HN6,MARROM ESCURO,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKB91ASN,ZKB9,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKC51ASN,ZKC5,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKC51BSN,ZKC5,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKC6EAMSN,ZKC6,CALCA FEM,EAM,OLIVA MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZKC6NMCSN,ZKC6,CALCA FEM,NMC,BEGE CLARO,DZARM,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,QUENTE
ZN75HN7SI,ZN75,CARDIGAN FEM,HN7,MARROM MEDIO,DZARM,OVERTOPS,CARDIGANS,FEMININO,224,INVERNO 2024,FRIO
ZN75HLNSI,ZN75,CARDIGAN FEM,HLN,MARROM ESCURO,DZARM,OVERTOPS,CARDIGANS,FEMININO,224,INVERNO 2024,FRIO
ZN75WH4SI,ZN75,CARDIGAN FEM,WH4,VERDE ESCURO,DZARM,OVERTOPS,CARDIGANS,FEMININO,224,INVERNO 2024,FRIO
ZN75N10SI,ZN75,CARDIGAN FEM,N10,PRETO ESCURO,DZARM,OVERTOPS,CARDIGANS,FEMININO,224,INVERNO 2024,FRIO
ZN7CN10SI,ZN7C,CAMISA POLO MM MASC,N10,PRETO ESCURO,DZARM,TOPS,POLOS,MASCULINO,124,OUTONO 2024,QUENTE
ZN7CN0ASI,ZN7C,CAMISA POLO MM MASC,N0A,BRANCO ,DZARM,TOPS,POLOS,MASCULINO,124,OUTONO 2024,QUENTE
ZN7CEAQSI,ZN7C,CAMISA POLO MM MASC,EAQ,OLIVA MEDIO,DZARM,TOPS,POLOS,MASCULINO,124,OUTONO 2024,QUENTE
ZN7FEAQSI,ZN7F,CAMISETA MM MASC,EAQ,OLIVA MEDIO,DZARM,TOPS,CAMISETAS,MASCULINO,124,OUTONO 2024,FRIO
ZN7FN0ASI,ZN7F,CAMISETA MM MASC,N0A,BRANCO ,DZARM,TOPS,CAMISETAS,MASCULINO,124,OUTONO 2024,FRIO
ZN7FN10SI,ZN7F,CAMISETA MM MASC,N10,PRETO ESCURO,DZARM,TOPS,CAMISETAS,MASCULINO,124,OUTONO 2024,FRIO
ZNEQ1ASI,ZNEQ,CALCA MASC,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,MASCULINO,124,OUTONO 2024,FRIO
ZNEQEACSI,ZNEQ,CALCA MASC,EAC,OLIVA MEDIO,DZARM,BOTTOMS,CALCAS,MASCULINO,124,OUTONO 2024,FRIO
ZNFD1ASI,ZNFD,CAMISETA MM MASC,1A,CODIFICAÇÃO 1A,DZARM,TOPS,CAMISETAS,MASCULINO,124,OUTONO 2024,FRIO
ZNFG1ASI,ZNFG,BLUSA MM FEM,1A,CODIFICAÇÃO 1A,DZARM,TOPS,BLUSAS,FEMININO,124,OUTONO 2024,FRIO
ZNFG1BSI,ZNFG,BLUSA MM FEM,1B,CODIFICAÇÃO 1B,DZARM,TOPS,BLUSAS,FEMININO,124,OUTONO 2024,FRIO
ZNFJWL4SI,ZNFJ,CALCA FEM,WL4,VERDE MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNFJHN2SI,ZNFJ,CALCA FEM,HN2,MARROM MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNFKM2HSI,ZNFK,CALCA FEM,M2H,CINZA MESCLA,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNFNM2HSI,ZNFN,COLETE FEM,M2H,CINZA MESCLA,DZARM,OVERTOPS,COLETES,FEMININO,124,OUTONO 2024,FRIO
ZNFQ1CSI,ZNFQ,BLUSA SM FEM,1C,CODIFICAÇÃO 1C,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFQ1BSI,ZNFQ,BLUSA SM FEM,1B,CODIFICAÇÃO 1B,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFQ1ASI,ZNFQ,BLUSA SM FEM,1A,CODIFICAÇÃO 1A,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFRNMCSI,ZNFR,BLUSA SM FEM,NMC,BEGE CLARO,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFRWL4SI,ZNFR,BLUSA SM FEM,WL4,VERDE MEDIO,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFRHN2SI,ZNFR,BLUSA SM FEM,HN2,MARROM MEDIO,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFT1BSI,ZNFT,BLUSA SM FEM,1B,CODIFICAÇÃO 1B,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFT1ASI,ZNFT,BLUSA SM FEM,1A,CODIFICAÇÃO 1A,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFVWL4SI,ZNFV,BLUSA SM FEM,WL4,VERDE MEDIO,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFVHN2SI,ZNFV,BLUSA SM FEM,HN2,MARROM MEDIO,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNFX1ASI,ZNFX,BLUSAO FEM,1A,CODIFICAÇÃO 1A,DZARM,OVERTOPS,SUETERES,FEMININO,124,OUTONO 2024,FRIO
ZNFXLEHSI,ZNFX,BLUSAO FEM,LEH,LARANJA MEDIO,DZARM,OVERTOPS,SUETERES,FEMININO,124,OUTONO 2024,FRIO
ZNG01BSI,ZNG0,TOP FEM,1B,CODIFICAÇÃO 1B,DZARM,TOPS,TOPS,FEMININO,124,OUTONO 2024,FRIO
ZNG01ASI,ZNG0,TOP FEM,1A,CODIFICAÇÃO 1A,DZARM,TOPS,TOPS,FEMININO,124,OUTONO 2024,FRIO
ZNG11BSI,ZNG1,VESTIDO FEM,1B,CODIFICAÇÃO 1B,DZARM,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,FRIO
ZNG11ASI,ZNG1,VESTIDO FEM,1A,CODIFICAÇÃO 1A,DZARM,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,FRIO
ZNG21ASI,ZNG2,SAIA MIDI FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,SAIAS,FEMININO,124,OUTONO 2024,FRIO
ZNG2LEHSI,ZNG2,SAIA MIDI FEM,LEH,LARANJA MEDIO,DZARM,BOTTOMS,SAIAS,FEMININO,124,OUTONO 2024,FRIO
ZNG3WL4SI,ZNG3,CASACO FEM,WL4,VERDE MEDIO,DZARM,OVERTOPS,BLAZERS,FEMININO,124,OUTONO 2024,FRIO
ZNG3YVYSI,ZNG3,CASACO FEM,YVY,AMARELO CLARO,DZARM,OVERTOPS,BLAZERS,FEMININO,124,OUTONO 2024,FRIO
ZNG3HN2SI,ZNG3,CASACO FEM,HN2,MARROM MEDIO,DZARM,OVERTOPS,BLAZERS,FEMININO,124,OUTONO 2024,
ZNG41BSI,ZNG4,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNG41ASI,ZNG4,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNG5HN2SI,ZNG5,SAIA FEM,HN2,MARROM MEDIO,DZARM,BOTTOMS,SAIAS,FEMININO,124,OUTONO 2024,FRIO
ZNG5RGNSI,ZNG5,SAIA FEM,RGN,VERMELHO ESCURO,DZARM,BOTTOMS,SAIAS,FEMININO,124,OUTONO 2024,FRIO
ZNG6HN2SI,ZNG6,COLETE FEM,HN2,MARROM MEDIO,DZARM,OVERTOPS,COLETES,FEMININO,124,OUTONO 2024,FRIO
ZNG6RGNSI,ZNG6,COLETE FEM,RGN,VERMELHO ESCURO,DZARM,OVERTOPS,COLETES,FEMININO,124,OUTONO 2024,FRIO
ZNG71ASI,ZNG7,CASACO FEM,1A,CODIFICAÇÃO 1A,DZARM,OVERTOPS,BLAZERS,FEMININO,124,OUTONO 2024,FRIO
ZNG71BSI,ZNG7,CASACO FEM,1B,CODIFICAÇÃO 1B,DZARM,OVERTOPS,BLAZERS,FEMININO,124,OUTONO 2024,FRIO
ZNG9YVYSI,ZNG9,CALCA FEM,YVY,AMARELO CLARO,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNG9WL4SI,ZNG9,CALCA FEM,WL4,VERDE MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNG9HN2SI,ZNG9,CALCA FEM,HN2,MARROM MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,
ZNGDLEHSI,ZNGD,COLETE FEM,LEH,LARANJA MEDIO,DZARM,OVERTOPS,COLETES,FEMININO,124,OUTONO 2024,FRIO
ZNGD1ASI,ZNGD,COLETE FEM,1A,CODIFICAÇÃO 1A,DZARM,OVERTOPS,COLETES,FEMININO,124,OUTONO 2024,FRIO
ZNGE1ASI,ZNGE,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNGELEHSI,ZNGE,CALCA FEM,LEH,LARANJA MEDIO,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNGG1ASI,ZNGG,SHORTS FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,SHORTS,FEMININO,124,OUTONO 2024,FRIO
ZNGGLEHSI,ZNGG,SHORTS FEM,LEH,LARANJA MEDIO,DZARM,BOTTOMS,SHORTS,FEMININO,124,OUTONO 2024,FRIO
ZNGHLMUSI,ZNGH,CAMISA FEM,LMU,LARANJA MEDIO,DZARM,TOPS,CAMISAS,FEMININO,124,OUTONO 2024,
ZNGHNMCSI,ZNGH,CAMISA FEM,NMC,BEGE CLARO,DZARM,TOPS,CAMISAS,FEMININO,124,OUTONO 2024,
ZNGJ1ASI,ZNGJ,JAQUETA FEM,1A,CODIFICAÇÃO 1A,DZARM,OVERTOPS,JAQUETAS,FEMININO,124,OUTONO 2024,FRIO
ZNGL1ASI,ZNGL,KIMONOS,1A,CODIFICAÇÃO 1A,DZARM,OVERTOPS,BLAZERS,FEMININO,124,OUTONO 2024,FRIO
ZNGL1BSI,ZNGL,KIMONOS,1B,CODIFICAÇÃO 1B,DZARM,OVERTOPS,BLAZERS,FEMININO,124,OUTONO 2024,FRIO
ZNGM1BSI,ZNGM,CALCA FEM,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNGM1ASI,ZNGM,CALCA FEM,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,FRIO
ZNGN1BSI,ZNGN,BLUSA SM FEM,1B,CODIFICAÇÃO 1B,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNGN1ASI,ZNGN,BLUSA SM FEM,1A,CODIFICAÇÃO 1A,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNGN1CSI,ZNGN,BLUSA SM FEM,1C,CODIFICAÇÃO 1C,DZARM,TOPS,REGATAS,FEMININO,124,OUTONO 2024,FRIO
ZNGQ1BSI,ZNGQ,CAMISA FEM,1B,CODIFICAÇÃO 1B,DZARM,TOPS,CAMISAS,FEMININO,124,OUTONO 2024,FRIO
ZNGQ1ASI,ZNGQ,CAMISA FEM,1A,CODIFICAÇÃO 1A,DZARM,TOPS,CAMISAS,FEMININO,124,OUTONO 2024,FRIO
ZNGY1ASI,ZNGY,CARDIGAN FEM,1A,CODIFICAÇÃO 1A,DZARM,OVERTOPS,CARDIGANS,FEMININO,124,OUTONO 2024,FRIO
ZNGY1CSI,ZNGY,CARDIGAN FEM,1C,CODIFICAÇÃO 1C,DZARM,OVERTOPS,CARDIGANS,FEMININO,124,OUTONO 2024,FRIO
ZNGY1BSI,ZNGY,CARDIGAN FEM,1B,CODIFICAÇÃO 1B,DZARM,OVERTOPS,CARDIGANS,FEMININO,124,OUTONO 2024,FRIO
ZNH4HJZSI,ZNH4,CAMISA ML MASC,HJZ,MARROM CLARO,DZARM,TOPS,CAMISAS,MASCULINO,124,OUTONO 2024,FRIO
ZNH4AXTSI,ZNH4,CAMISA ML MASC,AXT,AZUL ESCURO,DZARM,TOPS,CAMISAS,MASCULINO,124,OUTONO 2024,FRIO
ZNH51ASI,ZNH5,CALCA MASC,1A,CODIFICAÇÃO 1A,DZARM,BOTTOMS,CALCAS,MASCULINO,124,OUTONO 2024,
ZNH51BSI,ZNH5,CALCA MASC,1B,CODIFICAÇÃO 1B,DZARM,BOTTOMS,CALCAS,MASCULINO,124,OUTONO 2024,
